year,sourceId,targetId,id,type,citationcount,count
2007,p1187,p0120,53e9b8dab7602d97044bb5d3,Co-co-author,5,1
2007,p1187,p0395,53e9b8dab7602d97044bb5d3,Co-co-author,5,1
2007,p1187,p1336,53e9b8dab7602d97044bb5d3,Co-co-author,5,1
2007,p1199,p0791,53e9b029b7602d9703a8306a,Co-co-author,361,1
2007,p1199,p0878,53e9ba90b7602d97046b8d54,Co-co-author,595,1
2007,p1199,p1749,53e9b029b7602d9703a8306a,Co-co-author,361,1
2007,p1234,p1336,53e9a34ab7602d9702c547e5,Co-co-author,1149,1
2007,p1234,p1390,53e9a34ab7602d9702c547e5,Co-co-author,1149,1
2007,p1234,p2966,53e9a34ab7602d9702c547e5,Co-co-author,1149,1
2007,p1290,p0167,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1290,p0682,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1290,p1629,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1290,p2610,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1290,p2634,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1290,p2740,53e9bc87b7602d970490579d,Co-co-author,18,1
2007,p1336,p0296,53e9bb36b7602d9704775c95,Co-co-author,9,1
2007,p1336,p0444,53e9bb36b7602d9704775c95,Co-co-author,9,1
2007,p1336,p1932,53e9bb36b7602d9704775c95,Co-co-author,9,1
2007,p1412,p0506,53e99bdcb7602d9702485a5f,Co-co-author,14,1
2007,p1412,p1884,53e99bdcb7602d9702485a5f,Co-co-author,14,1
2007,p1463,p0759,53e9b07db7602d9703ae4d67,Co-co-author,10,1
2007,p1463,p0930,53e9b07db7602d9703ae4d67,Co-co-author,10,1
2007,p1463,p1405,53e9b07db7602d9703ae4d67,Co-co-author,10,1
2007,p1463,p2610,53e9b07db7602d9703ae4d67,Co-co-author,10,1
2007,p1518,p1336,53e9bc3bb7602d97048ad338,Co-co-author,57,1
2007,p1518,p2155,53e9bc3bb7602d97048ad338,Co-co-author,57,1
2007,p1568,p0282,53e99a2bb7602d970228810d,Co-co-author,38,1
2007,p1568,p0876,53e99a2bb7602d970228810d,Co-co-author,38,1
2007,p1643,p2610,53e9a263b7602d9702b6b335,Co-co-author,23,1
2007,p1643,p2614,53e9a263b7602d9702b6b335,Co-co-author,23,1
2007,p1710,p1745,53e99a35b7602d9702290338,Co-co-author,12,1
2007,p1710,p2498,53e99a35b7602d9702290338,Co-co-author,12,1
2007,p1710,p2610,53e99a35b7602d9702290338,Co-co-author,12,1
2007,p1739,p0530,53e9b512b7602d9704043be5,Co-co-author,24,1
2007,p1739,p2610,53e9b512b7602d9704043be5,Co-co-author,24,1
2007,p1739,p2673,53e9b512b7602d9704043be5,Co-co-author,24,1
2007,p1744,p1643,53e99e45b7602d9702708c6f,Co-co-author,19,1
2007,p1744,p2610,53e99e45b7602d9702708c6f,Co-co-author,19,1
2007,p1744,p2614,53e99e45b7602d9702708c6f,Co-co-author,19,1
2007,p1745,p1710,53e9b0d8b7602d9703b501f2,Co-co-author,13,1
2007,p1745,p2610,53e9b0d8b7602d9703b501f2,Co-co-author,13,1
2007,p1897,p0506,53e99aa5b7602d970231e044,Co-co-author,58,1
2007,p1897,p0506,53e9a6d0b7602d970300309d,Co-co-author,112,1
2007,p1897,p0634,53e99aa5b7602d970231e044,Co-co-author,58,1
2007,p1897,p1297,53e99aa5b7602d970231e044,Co-co-author,58,1
2007,p1897,p2674,53e9a6d0b7602d970300309d,Co-co-author,112,1
2007,p1897,p2726,53e99aa5b7602d970231e044,Co-co-author,58,1
2007,p1897,p2726,53e9a6d0b7602d970300309d,Co-co-author,112,1
2007,p2320,p0247,53e9b621b7602d9704178767,Co-co-author,0,1
2007,p2320,p2080,53e9b621b7602d9704178767,Co-co-author,0,1
2007,p2320,p2610,53e9b621b7602d9704178767,Co-co-author,0,1
2007,p2351,p1199,53e9a2ceb7602d9702bd7092,Co-co-author,147,1
2007,p2351,p1213,53e9a2ceb7602d9702bd7092,Co-co-author,147,1
2007,p2366,p0930,558aeafde4b037c08759f2aa,Co-co-author,47,1
2007,p2366,p1130,558aeafde4b037c08759f2aa,Co-co-author,47,1
2007,p2366,p2610,558aeafde4b037c08759f2aa,Co-co-author,47,1
2007,p2563,p0506,53e9b6abb7602d970422b6cc,Co-co-author,3,1
2007,p2563,p0806,53e9b6abb7602d970422b6cc,Co-co-author,3,1
2007,p2563,p1670,53e9b6abb7602d970422b6cc,Co-co-author,3,1
2007,p2673,p0530,53e9a089b7602d9702972b4b,Co-co-author,11,1
2007,p2673,p0530,53e9b572b7602d97040add82,Co-co-author,66,1
2007,p2673,p0682,53e9b572b7602d97040add82,Co-co-author,66,1
2007,p2673,p0839,53e9a089b7602d9702972b4b,Co-co-author,11,1
2007,p2673,p1739,53e9bdd5b7602d9704a86619,Co-co-author,39,1
2007,p2673,p2610,53e9a089b7602d9702972b4b,Co-co-author,11,1
2007,p2673,p2610,53e9b572b7602d97040add82,Co-co-author,66,1
2007,p2673,p2610,53e9bdd5b7602d9704a86619,Co-co-author,39,1
2007,p2809,p1199,53e9a082b7602d970296aa59,Co-co-author,330,1
2007,p2809,p1652,53e9a082b7602d970296aa59,Co-co-author,330,1
2007,p3020,p1336,53e9a440b7602d9702d5d23b,Co-co-author,7,1
2008,p0130,p1463,53e9a95db7602d97032b5603,Co-co-author,9,1
2008,p0130,p2024,53e9a95db7602d97032b5603,Co-co-author,9,1
2008,p0130,p2610,53e9a95db7602d97032b5603,Co-co-author,9,1
2008,p0282,p1282,53e9ba39b7602d9704647de7,Co-co-author,11,1
2008,p0282,p1524,53e9ba39b7602d9704647de7,Co-co-author,11,1
2008,p0282,p2930,53e9ba39b7602d9704647de7,Co-co-author,11,1
2008,p0506,p0533,53e9be22b7602d9704ade7e3,Co-co-author,82,1
2008,p0506,p0806,53e9be22b7602d9704ade7e3,Co-co-author,82,1
2008,p0506,p1011,53e9be22b7602d9704ade7e3,Co-co-author,82,1
2008,p0509,p0282,53e9b180b7602d9703c074c3,Co-co-author,23,1
2008,p0509,p2272,53e9b180b7602d9703c074c3,Co-co-author,23,1
2008,p0533,p0506,53e9b3cdb7602d9703eb760b,Co-co-author,32,1
2008,p0533,p0940,53e9b3cdb7602d9703eb760b,Co-co-author,32,1
2008,p0533,p1714,53e9b3cdb7602d9703eb760b,Co-co-author,32,1
2008,p0533,p2077,53e9b3cdb7602d9703eb760b,Co-co-author,32,1
2008,p0574,p0506,53e9b17ab7602d9703c05bd2,Co-co-author,2,1
2008,p0574,p0982,53e9b17ab7602d9703c05bd2,Co-co-author,2,1
2008,p0574,p1486,53e9b17ab7602d9703c05bd2,Co-co-author,2,1
2008,p0633,p0716,53e9a6fdb7602d97030356ea,Co-co-author,12,1
2008,p0633,p1880,53e9a6fdb7602d97030356ea,Co-co-author,12,1
2008,p0633,p2016,53e9a6fdb7602d97030356ea,Co-co-author,12,1
2008,p0633,p2610,53e9a6fdb7602d97030356ea,Co-co-author,12,1
2008,p0761,p0506,53e9bc42b7602d97048b9715,Co-co-author,115,1
2008,p0761,p0806,53e9bc42b7602d97048b9715,Co-co-author,115,1
2008,p0761,p1675,53e9bc42b7602d97048b9715,Co-co-author,115,1
2008,p0761,p2502,53e9bc42b7602d97048b9715,Co-co-author,115,1
2008,p0791,p1199,53e99b1bb7602d97023b3b2b,Co-co-author,3,1
2008,p0791,p1652,53e99b1bb7602d97023b3b2b,Co-co-author,3,1
2008,p0791,p1749,53e99b1bb7602d97023b3b2b,Co-co-author,3,1
2008,p0841,p2161,53e9a210b7602d9702b14b32,Co-co-author,40,1
2008,p0841,p2610,53e9a210b7602d9702b14b32,Co-co-author,40,1
2008,p0842,p2162,53e999adb7602d97021f1da4,Co-co-author,29,1
2008,p0842,p2610,53e999adb7602d97021f1da4,Co-co-author,29,1
2008,p0876,p0282,53e9a1d0b7602d9702acd23a,Co-co-author,480,1
2008,p0876,p0536,53e9a1d0b7602d9702acd23a,Co-co-author,480,1
2008,p0876,p1336,53e9a1d0b7602d9702acd23a,Co-co-author,480,1
2008,p0876,p2272,53e9a1d0b7602d9702acd23a,Co-co-author,480,1
2008,p1011,p0506,53e9b2b1b7602d9703d58a8b,Co-co-author,7,1
2008,p1011,p0506,558b005de4b031bae1faf321,Co-co-author,45,1
2008,p1011,p2643,558b005de4b031bae1faf321,Co-co-author,45,1
2008,p1157,p1336,53e9a1b5b7602d9702aaa163,Co-co-author,17,1
2008,p1199,p0397,53e99867b7602d97020a4998,Co-co-author,416,1
2008,p1199,p1293,53e99867b7602d97020a4998,Co-co-author,416,1
2008,p1199,p1652,53e99867b7602d97020a4998,Co-co-author,416,1
2008,p1199,p1652,53e99c0bb7602d97024b7d09,Co-co-author,87,1
2008,p1199,p1652,53e9ae36b7602d970384c830,Co-co-author,419,1
2008,p1199,p2809,53e99c0bb7602d97024b7d09,Co-co-author,87,1
2008,p1234,p1336,53e9a848b7602d970318ffcf,Co-co-author,269,1
2008,p1234,p1390,53e9a848b7602d970318ffcf,Co-co-author,269,1
2008,p1234,p2968,53e9a848b7602d970318ffcf,Co-co-author,269,1
2008,p1256,p0172,53e99e93b7602d97027590c7,Co-co-author,2,1
2008,p1256,p0506,53e99e93b7602d97027590c7,Co-co-author,2,1
2008,p1256,p0506,53e99e99b7602d970275fd6e,Co-co-author,40,1
2008,p1256,p0967,53e99e93b7602d97027590c7,Co-co-author,2,1
2008,p1256,p0967,53e99e99b7602d970275fd6e,Co-co-author,40,1
2008,p1256,p2999,53e99e99b7602d970275fd6e,Co-co-author,40,1
2008,p1256,p3072,53e99e99b7602d970275fd6e,Co-co-author,40,1
2008,p1290,p0167,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1290,p0682,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1290,p1629,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1290,p2610,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1290,p2634,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1290,p2740,53e9afccb7602d9703a1f2a4,Co-co-author,17,1
2008,p1463,p0760,53e9b2a3b7602d9703d4ac4f,Co-co-author,29,1
2008,p1463,p1416,53e9b2a3b7602d9703d4ac4f,Co-co-author,29,1
2008,p1463,p2366,53e9b2a3b7602d9703d4ac4f,Co-co-author,29,1
2008,p1463,p2610,53e9b2a3b7602d9703d4ac4f,Co-co-author,29,1
2008,p1710,p1002,53e9b2bfb7602d9703d6ab10,Co-co-author,7,1
2008,p1710,p1002,558b0bffe4b037c0875ab4eb,Co-co-author,18,1
2008,p1710,p1869,53e9b2bfb7602d9703d6ab10,Co-co-author,7,1
2008,p1710,p2045,53e9b2bfb7602d9703d6ab10,Co-co-author,7,1
2008,p1710,p2610,53e99df0b7602d97026aef83,Co-co-author,16,1
2008,p1710,p2610,53e9b27bb7602d9703d1f6d2,Co-co-author,11,1
2008,p1710,p2610,53e9b2bfb7602d9703d6ab10,Co-co-author,7,1
2008,p1710,p2610,558b0bffe4b037c0875ab4eb,Co-co-author,18,1
2008,p1732,p1643,53e99be3b7602d970248b9c1,Co-co-author,6,1
2008,p1732,p2610,53e99be3b7602d970248b9c1,Co-co-author,6,1
2008,p1732,p2614,53e99be3b7602d970248b9c1,Co-co-author,6,1
2008,p1745,p0409,53e9ac2eb7602d97035f5501,Co-co-author,56,1
2008,p1745,p2610,53e9ac2eb7602d97035f5501,Co-co-author,56,1
2008,p1850,p1463,53e9987db7602d97020b8141,Co-co-author,25,1
2008,p1850,p2610,53e9987db7602d97020b8141,Co-co-author,25,1
2008,p1880,p1779,53e9a9b7b7602d97033123be,Co-co-author,16,1
2008,p1880,p2610,53e9a9b7b7602d97033123be,Co-co-author,16,1
2008,p1897,p0349,53e9aefcb7602d970392fef7,Co-co-author,39,1
2008,p1897,p0506,53e9aefcb7602d970392fef7,Co-co-author,39,1
2008,p1897,p0533,53e9aefcb7602d970392fef7,Co-co-author,39,1
2008,p1897,p2726,53e9aefcb7602d970392fef7,Co-co-author,39,1
2008,p1985,p1336,53e9b0ccb7602d9703b41b75,Co-co-author,134,1
2008,p1985,p2102,53e9b0ccb7602d9703b41b75,Co-co-author,134,1
2008,p2010,p0506,53e9992bb7602d970216954a,Co-co-author,43,1
2008,p2010,p0616,53e9992bb7602d970216954a,Co-co-author,43,1
2008,p2162,p0530,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2162,p0765,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2162,p0914,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2162,p1888,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2162,p2554,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2162,p2610,53e9ab0db7602d97034905cb,Co-co-author,59,1
2008,p2651,p0274,53e99a14b7602d9702266866,Co-co-author,20,1
2008,p2651,p0282,53e99a14b7602d9702266866,Co-co-author,20,1
2008,p2651,p3002,53e99a14b7602d9702266866,Co-co-author,20,1
2008,p2965,p0205,53e9bc2db7602d970489a47f,Co-co-author,15,1
2008,p2965,p1336,53e9bc2db7602d970489a47f,Co-co-author,15,1
2008,p2965,p1531,53e9bc2db7602d970489a47f,Co-co-author,15,1
2008,p2965,p2900,53e9bc2db7602d970489a47f,Co-co-author,15,1
2009,p0120,p0395,53e99f35b7602d97028060bc,Co-co-author,130,1
2009,p0120,p1187,53e99f35b7602d97028060bc,Co-co-author,130,1
2009,p0120,p1336,53e99f35b7602d97028060bc,Co-co-author,130,1
2009,p0195,p0144,53e9abf1b7602d97035b2af5,Co-co-author,1,1
2009,p0195,p0709,53e9abf1b7602d97035b2af5,Co-co-author,1,1
2009,p0195,p1186,53e9abf1b7602d97035b2af5,Co-co-author,1,1
2009,p0195,p1336,53e9abf1b7602d97035b2af5,Co-co-author,1,1
2009,p0196,p0144,635bca9490e50fcafd33a754,Co-co-author,1,1
2009,p0196,p0709,635bca9490e50fcafd33a754,Co-co-author,1,1
2009,p0196,p1186,635bca9490e50fcafd33a754,Co-co-author,1,1
2009,p0196,p1336,635bca9490e50fcafd33a754,Co-co-author,1,1
2009,p0279,p0282,53e99df0b7602d97026aeabf,Co-co-author,14,1
2009,p0279,p0726,53e99df0b7602d97026aeabf,Co-co-author,14,1
2009,p0279,p1282,53e99df0b7602d97026aeabf,Co-co-author,14,1
2009,p0279,p2548,53e99df0b7602d97026aeabf,Co-co-author,14,1
2009,p0282,p0559,53e9a4a3b7602d9702dc6b0c,Co-co-author,7,1
2009,p0282,p0601,53e9b520b7602d9704051567,Co-co-author,0,1
2009,p0282,p0876,53e9b520b7602d9704051567,Co-co-author,0,1
2009,p0282,p0878,53e9a4a3b7602d9702dc6b0c,Co-co-author,7,1
2009,p0282,p0916,53e9b520b7602d9704051567,Co-co-author,0,1
2009,p0282,p1354,53e9a4a3b7602d9702dc6b0c,Co-co-author,7,1
2009,p0282,p1568,53e9a4a3b7602d9702dc6b0c,Co-co-author,7,1
2009,p0282,p1752,53e9b520b7602d9704051567,Co-co-author,0,1
2009,p0395,p0282,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0395,p0536,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0395,p0878,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0395,p1515,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0395,p2090,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0395,p2647,53e9b3e2b7602d9703ed142a,Co-co-author,135,1
2009,p0409,p2610,53e9b549b7602d970407ee45,Co-co-author,16,1
2009,p0424,p0336,53e9b844b7602d97044061fa,Co-co-author,34,1
2009,p0424,p1643,53e9b844b7602d97044061fa,Co-co-author,34,1
2009,p0424,p2497,53e9b844b7602d97044061fa,Co-co-author,34,1
2009,p0424,p2610,53e9b844b7602d97044061fa,Co-co-author,34,1
2009,p0506,p0034,555048c945ce0a409eb7164b,Co-co-author,0,1
2009,p0506,p0034,555048cd45ce0a409eb71901,Co-co-author,0,1
2009,p0506,p0407,53e9bd8cb7602d9704a3438f,Co-co-author,10,1
2009,p0506,p0533,53e9bd8cb7602d9704a3438f,Co-co-author,10,1
2009,p0506,p0806,53e9a15bb7602d9702a49a48,Co-co-author,211,1
2009,p0506,p0806,555048cd45ce0a409eb71901,Co-co-author,0,1
2009,p0506,p0889,57a4e8f9ac44365e35c94220,Co-co-author,0,1
2009,p0506,p1271,53e9a15bb7602d9702a49a48,Co-co-author,211,1
2009,p0506,p1417,555048c945ce0a409eb7164b,Co-co-author,0,1
2009,p0506,p1417,555048cd45ce0a409eb71901,Co-co-author,0,1
2009,p0506,p2028,555048c945ce0a409eb7164b,Co-co-author,0,1
2009,p0506,p2028,555048cd45ce0a409eb71901,Co-co-author,0,1
2009,p0533,p0407,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0533,p0506,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0533,p0959,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0533,p1542,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0533,p1897,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0533,p2726,53e9b682b7602d97041eca5d,Co-co-author,147,1
2009,p0806,p0506,53e9a479b7602d9702d965a9,Co-co-author,80,1
2009,p0806,p0506,53e9bbe5b7602d9704838871,Co-co-author,6,1
2009,p0806,p0761,53e9a479b7602d9702d965a9,Co-co-author,80,1
2009,p0806,p0761,53e9bbe5b7602d9704838871,Co-co-author,6,1
2009,p0806,p1675,53e9bbe5b7602d9704838871,Co-co-author,6,1
2009,p0806,p2502,53e9bbe5b7602d9704838871,Co-co-author,6,1
2009,p0806,p2508,53e9a479b7602d9702d965a9,Co-co-author,80,1
2009,p0870,p0506,53e9a5c5b7602d9702eeca8d,Co-co-author,36,1
2009,p0870,p0506,53e9ab4fb7602d97034e2415,Co-co-author,35,1
2009,p0870,p1948,53e9a5c5b7602d9702eeca8d,Co-co-author,36,1
2009,p0870,p1948,53e9ab4fb7602d97034e2415,Co-co-author,35,1
2009,p0870,p2077,53e9a5c5b7602d9702eeca8d,Co-co-author,36,1
2009,p0870,p2077,53e9ab4fb7602d97034e2415,Co-co-author,35,1
2009,p0870,p2456,53e9a5c5b7602d9702eeca8d,Co-co-author,36,1
2009,p0870,p2456,53e9ab4fb7602d97034e2415,Co-co-author,35,1
2009,p0876,p0506,53e9a058b7602d970293d14f,Co-co-author,44,1
2009,p0876,p0574,53e9a058b7602d970293d14f,Co-co-author,44,1
2009,p0876,p1482,53e9a058b7602d970293d14f,Co-co-author,44,1
2009,p0876,p2511,53e9a058b7602d970293d14f,Co-co-author,44,1
2009,p0916,p0282,53e9b240b7602d9703cdd563,Co-co-author,2,1
2009,p0916,p0602,53e9b240b7602d9703cdd563,Co-co-author,2,1
2009,p1199,p0791,53e9b2a3b7602d9703d4f778,Co-co-author,155,1
2009,p1199,p1370,53e9abc9b7602d970357aa1b,Co-co-author,13,1
2009,p1199,p1370,6364b9df90e50fcafda292ad,Co-co-author,0,1
2009,p1199,p1652,53e99e3eb7602d97027048c5,Co-co-author,374,1
2009,p1199,p1749,53e9b2a3b7602d9703d4f778,Co-co-author,155,1
2009,p1199,p1971,53e99e3eb7602d97027048c5,Co-co-author,374,1
2009,p1256,p0506,53e9bb6cb7602d97047acde5,Co-co-author,97,1
2009,p1256,p0967,53e9bb6cb7602d97047acde5,Co-co-author,97,1
2009,p1256,p2999,53e9bb6cb7602d97047acde5,Co-co-author,97,1
2009,p1256,p3072,53e9bb6cb7602d97047acde5,Co-co-author,97,1
2009,p1336,p1551,558b5f32e4b037c0875c85bd,Co-co-author,0,1
2009,p1336,p2039,558b5f32e4b037c0875c85bd,Co-co-author,0,1
2009,p1336,p2343,558b5f32e4b037c0875c85bd,Co-co-author,0,1
2009,p1409,p0192,53e9a6bbb7602d9702fefeb6,Co-co-author,286,1
2009,p1409,p0282,53e9a6bbb7602d9702fefeb6,Co-co-author,286,1
2009,p1409,p0601,53e9a6bbb7602d9702fefeb6,Co-co-author,286,1
2009,p1739,p1781,53e9a335b7602d9702c3c625,Co-co-author,30,1
2009,p1739,p1848,53e9a335b7602d9702c3c625,Co-co-author,30,1
2009,p1739,p2610,53e9a335b7602d9702c3c625,Co-co-author,30,1
2009,p1823,p1199,53e9a6cbb7602d9703001dbb,Co-co-author,495,1
2009,p1850,p1463,558b55b6e4b0b32fcb3c1375,Co-co-author,114,1
2009,p1850,p2610,558b55b6e4b0b32fcb3c1375,Co-co-author,114,1
2009,p1880,p0530,53e9ae17b7602d9703827a9c,Co-co-author,26,1
2009,p1880,p1004,53e9a94bb7602d970329e581,Co-co-author,1,1
2009,p1880,p2610,53e9a94bb7602d970329e581,Co-co-author,1,1
2009,p1880,p2610,53e9ae17b7602d9703827a9c,Co-co-author,26,1
2009,p1897,p0013,53e9b296b7602d9703d3ee9f,Co-co-author,13,1
2009,p1897,p0506,53e9989bb7602d97020d164e,Co-co-author,10,1
2009,p1897,p0506,53e9b296b7602d9703d3ee9f,Co-co-author,13,1
2009,p1897,p0959,53e9989bb7602d97020d164e,Co-co-author,10,1
2009,p1897,p1649,53e9989bb7602d97020d164e,Co-co-author,10,1
2009,p1897,p2175,53e9989bb7602d97020d164e,Co-co-author,10,1
2009,p1897,p2175,53e9b296b7602d9703d3ee9f,Co-co-author,13,1
2009,p1897,p2726,53e9989bb7602d97020d164e,Co-co-author,10,1
2009,p1897,p2726,53e9b296b7602d9703d3ee9f,Co-co-author,13,1
2009,p2077,p0407,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p0419,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p0506,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p2050,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p2445,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p2481,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2077,p2561,53e99c12b7602d97024bfca4,Co-co-author,8,1
2009,p2079,p0962,53e9b108b7602d9703b82c51,Co-co-author,29,1
2009,p2079,p2610,53e9b108b7602d9703b82c51,Co-co-author,29,1
2009,p2497,p0424,53e9adf6b7602d97038002c4,Co-co-author,4,1
2009,p2497,p1643,53e9adf6b7602d97038002c4,Co-co-author,4,1
2009,p2497,p2610,53e9adf6b7602d97038002c4,Co-co-author,4,1
2009,p2497,p2610,53e9b8efb7602d97044d2f3a,Co-co-author,7,1
2009,p2498,p1002,53e9abb2b7602d9703560878,Co-co-author,54,1
2009,p2498,p1710,53e9abb2b7602d9703560878,Co-co-author,54,1
2009,p2498,p2610,53e9abb2b7602d9703560878,Co-co-author,54,1
2009,p2499,p1418,53e9b9e1b7602d97045da35f,Co-co-author,6,1
2009,p2499,p1559,53e9b9e1b7602d97045da35f,Co-co-author,6,1
2009,p2499,p2100,53e9b9e1b7602d97045da35f,Co-co-author,6,1
2009,p2499,p2610,53e9b9e1b7602d97045da35f,Co-co-author,6,1
2009,p2647,p0282,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2647,p0395,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2647,p0536,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2647,p0878,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2647,p1516,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2647,p2090,53e9ad34b7602d97037194ee,Co-co-author,123,1
2009,p2651,p0274,53e9b289b7602d9703d3085c,Co-co-author,10,1
2009,p2651,p0282,53e9b289b7602d9703d3085c,Co-co-author,10,1
2009,p2934,p0731,53e9a698b7602d9702fc9d6f,Co-co-author,18,1
2009,p2934,p0919,53e9a698b7602d9702fc9d6f,Co-co-author,18,1
2009,p2934,p1336,53e9a698b7602d9702fc9d6f,Co-co-author,18,1
2009,p2968,p0338,53e99e5bb7602d970271da26,Co-co-author,111,1
2009,p2968,p1336,53e99e5bb7602d970271da26,Co-co-author,111,1
2009,p2999,p0506,53e9a593b7602d9702ebba95,Co-co-author,36,1
2009,p2999,p0967,53e9a593b7602d9702ebba95,Co-co-author,36,1
2009,p2999,p1256,53e9a593b7602d9702ebba95,Co-co-author,36,1
2009,p2999,p1283,53e9a593b7602d9702ebba95,Co-co-author,36,1
2010,p0120,p0340,555048c845ce0a409eb715c1,Co-co-author,1,1
2010,p0120,p0340,555048ca45ce0a409eb71721,Co-co-author,0,1
2010,p0120,p1336,555048c845ce0a409eb715c1,Co-co-author,1,1
2010,p0120,p1336,555048ca45ce0a409eb71721,Co-co-author,0,1
2010,p0132,p0506,53e9ad7cb7602d970376beaf,Co-co-author,32,1
2010,p0132,p0579,53e9ad7cb7602d970376beaf,Co-co-author,32,1
2010,p0132,p1035,53e9ad7cb7602d970376beaf,Co-co-author,32,1
2010,p0192,p0282,53e9bb0eb7602d9704745695,Co-co-author,175,1
2010,p0192,p0602,53e9bb0eb7602d9704745695,Co-co-author,175,1
2010,p0192,p0727,53e9bb0eb7602d9704745695,Co-co-author,175,1
2010,p0232,p0714,53e9b469b7602d9703f679c8,Co-co-author,20,1
2010,p0232,p1090,53e9b469b7602d9703f679c8,Co-co-author,20,1
2010,p0251,p2610,53e9a50eb7602d9702e2f36e,Co-co-author,21,1
2010,p0282,p0099,53e9bc8eb7602d970490bfa2,Co-co-author,245,1
2010,p0282,p1952,53e9bc8eb7602d970490bfa2,Co-co-author,245,1
2010,p0282,p2401,53e9bc8eb7602d970490bfa2,Co-co-author,245,1
2010,p0361,p0412,53e99f35b7602d970280506f,Co-co-author,24,1
2010,p0361,p1044,53e99f35b7602d970280506f,Co-co-author,24,1
2010,p0361,p2498,53e99f35b7602d970280506f,Co-co-author,24,1
2010,p0361,p2610,53e99f35b7602d970280506f,Co-co-author,24,1
2010,p0407,p0361,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p0506,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p0887,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p0890,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p1044,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p2498,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0407,p2610,53e99ff0b7602d97028cfa48,Co-co-author,5,1
2010,p0409,p0595,53e9b689b7602d97041f5682,Co-co-author,5,1
2010,p0409,p0888,53e9b689b7602d97041f5682,Co-co-author,5,1
2010,p0409,p1859,53e9b689b7602d97041f5682,Co-co-author,5,1
2010,p0409,p2610,53e9b689b7602d97041f5682,Co-co-author,5,1
2010,p0409,p2625,53e9b689b7602d97041f5682,Co-co-author,5,1
2010,p0474,p0002,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0474,p0282,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0474,p2177,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0474,p2396,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0474,p2489,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0474,p2754,53e9bbadb7602d97047fa43c,Co-co-author,96,1
2010,p0506,p0034,53e9a4f3b7602d9702e13537,Co-co-author,4,1
2010,p0506,p0806,53e9a4f3b7602d9702e13537,Co-co-author,4,1
2010,p0506,p0958,53e997f8b7602d97020006ae,Co-co-author,113,1
2010,p0506,p1417,53e9a4f3b7602d9702e13537,Co-co-author,4,1
2010,p0506,p1897,53e997f8b7602d97020006ae,Co-co-author,113,1
2010,p0506,p2028,53e9a4f3b7602d9702e13537,Co-co-author,4,1
