year,sourceId,targetId,id,type,citationcount,count
2015,p2382,p1512,5a9cb63417c44a376ffb5c68,Co-co-author,0,1
2015,p2382,p1533,5a9cb63417c44a376ffb5c68,Co-co-author,0,1
2015,p2415,p1533,573696606e3b12023e56d738,Co-co-author,28,1
2015,p2415,p1974,573696606e3b12023e56d738,Co-co-author,28,1
2015,p2415,p3016,573696606e3b12023e56d738,Co-co-author,28,1
2015,p2513,p2578,55503f0f45ce0a409eb2bfa5,Co-co-author,45,1
2015,p2711,p0828,573696d86e3b12023e5d891e,Co-co-author,9,1
2015,p2711,p1533,573696d86e3b12023e5d891e,Co-co-author,9,1
2015,p2711,p2537,573696d86e3b12023e5d891e,Co-co-author,9,1
2015,p2711,p2792,573696d86e3b12023e5d891e,Co-co-author,9,1
2015,p2905,p1533,5736970c6e3b12023e605780,Co-co-author,14,1
2015,p2909,p1063,5736977f6e3b12023e665547,Co-co-author,10,1
2015,p2909,p2453,5736977f6e3b12023e665547,Co-co-author,10,1
2015,p2909,p2796,5736977f6e3b12023e665547,Co-co-author,10,1
2015,p2909,p2964,5736977f6e3b12023e665547,Co-co-author,10,1
2015,p2954,p0465,5736970c6e3b12023e6057b7,Co-co-author,11,1
2015,p2954,p1063,5736970c6e3b12023e6057b7,Co-co-author,11,1
2015,p2954,p1595,5736970c6e3b12023e6057b7,Co-co-author,11,1
2015,p2954,p2799,5736970c6e3b12023e6057b7,Co-co-author,11,1
2015,p2989,p1485,573696d86e3b12023e5d88e2,Co-co-author,12,1
2015,p2989,p1533,573696d86e3b12023e5d88e2,Co-co-author,12,1
2015,p2989,p2252,573696d86e3b12023e5d88e2,Co-co-author,12,1
2015,p2989,p2905,573696d86e3b12023e5d88e2,Co-co-author,12,1
2015,p3016,p0381,55465ef40cf2939c2feed200,Co-co-author,69,1
2015,p3016,p1533,55465ef40cf2939c2feed200,Co-co-author,69,1
2015,p3016,p1533,5550447a45ce0a409eb4e1c7,Co-co-author,7,1
2015,p3033,p0646,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p0776,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p1063,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p1600,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p2027,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p2635,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p2859,55323db945cec66b6f9df89f,Co-co-author,153,1
2015,p3033,p3056,55323db945cec66b6f9df89f,Co-co-author,153,1
2016,p0104,p1211,58437725ac44360f108302b7,Co-co-author,13,1
2016,p0104,p2578,58437725ac44360f108302b7,Co-co-author,13,1
2016,p0158,p0737,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p0749,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p0828,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p1281,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p1464,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p1533,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p1974,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p2169,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0158,p2328,57d063e0ac44367354294ac1,Co-co-author,15,1
2016,p0165,p0814,57d063bdac4436735428f28b,Co-co-author,27,1
2016,p0165,p2578,57d063bdac4436735428f28b,Co-co-author,27,1
2016,p0227,p0340,57d063a2ac4436735428950f,Co-co-author,55,1
2016,p0227,p1792,57d063a2ac4436735428950f,Co-co-author,55,1
2016,p0227,p1970,57d063a2ac4436735428950f,Co-co-author,55,1
2016,p0227,p1985,57d063a2ac4436735428950f,Co-co-author,55,1
2016,p0227,p2525,57d063a2ac4436735428950f,Co-co-author,55,1
2016,p0314,p0433,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0314,p1257,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0314,p1533,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0314,p1911,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0314,p2094,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0314,p2235,5c8744894895d9cbc6f8bc63,Co-co-author,14,1
2016,p0381,p1126,57d063e0ac44367354294ac9,Co-co-author,6,1
2016,p0381,p1207,57d063e0ac44367354294ac9,Co-co-author,6,1
2016,p0381,p1238,57d063e0ac44367354294ad8,Co-co-author,5,1
2016,p0381,p1374,57d063e0ac44367354294ac9,Co-co-author,6,1
2016,p0381,p1533,57d063e0ac44367354294ac9,Co-co-author,6,1
2016,p0381,p1533,57d063e0ac44367354294ad8,Co-co-author,5,1
2016,p0394,p0258,57a4e901ac44365e35c9522b,Co-co-author,38,1
2016,p0394,p1056,57a4e901ac44365e35c9522b,Co-co-author,38,1
2016,p0394,p1533,57a4e901ac44365e35c9522b,Co-co-author,38,1
2016,p0394,p2778,57a4e901ac44365e35c9522b,Co-co-author,38,1
2016,p0398,p1533,584777ec0cf22b6d9b9bb4c9,Co-co-author,1,1
2016,p0398,p2238,584777ec0cf22b6d9b9bb4c9,Co-co-author,1,1
2016,p0452,p0751,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p0858,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p1238,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p1533,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p2758,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p2947,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0452,p3085,57d063c3ac4436735428fec5,Co-co-author,0,1
2016,p0772,p0227,633c106a90e50fcafdc1bb26,Co-co-author,79,1
2016,p0772,p0340,633c106a90e50fcafdc1bb26,Co-co-author,79,1
2016,p0772,p1964,633c106a90e50fcafdc1bb26,Co-co-author,79,1
2016,p0828,p1126,5843771fac44360f1082e0c7,Co-co-author,2,1
2016,p0828,p1533,573695d46e3b12023e4eca5a,Co-co-author,5,1
2016,p0828,p1533,5843771fac44360f1082e0c7,Co-co-author,2,1
2016,p0828,p2537,573695d46e3b12023e4eca5a,Co-co-author,5,1
2016,p0828,p2711,5843771fac44360f1082e0c7,Co-co-author,2,1
2016,p0828,p2792,573695d46e3b12023e4eca5a,Co-co-author,5,1
2016,p0828,p2988,573695d46e3b12023e4eca5a,Co-co-author,5,1
2016,p0994,p1063,57a4e901ac44365e35c9523c,Co-co-author,17,1
2016,p0994,p1600,57a4e901ac44365e35c9523c,Co-co-author,17,1
2016,p0994,p2850,57a4e901ac44365e35c9523c,Co-co-author,17,1
2016,p1126,p1533,58d82fced649053542fd6af3,Co-co-author,1,1
2016,p1126,p1566,58d82fced649053542fd6af3,Co-co-author,1,1
2016,p1126,p1890,58d82fced649053542fd6af3,Co-co-author,1,1
2016,p1238,p1533,599c7b64601a182cd2732bf8,Co-co-author,26,1
2016,p1238,p2905,599c7b64601a182cd2732bf8,Co-co-author,26,1
2016,p1300,p1766,5687df080cf2afdcd165fada,Co-co-author,81,1
2016,p1300,p2578,5687df080cf2afdcd165fada,Co-co-author,81,1
2016,p1488,p0240,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p0446,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p0460,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p0570,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p0968,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1031,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1153,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1225,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1533,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1574,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p1770,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p2251,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1488,p2818,57a4e92fac44365e35c9b7de,Co-co-author,150,1
2016,p1587,p1280,5843774eac44360f10839d1c,Co-co-author,4,1
2016,p1587,p1533,5843774eac44360f10839d1c,Co-co-author,4,1
2016,p1633,p0227,573696546e3b12023e560e36,Co-co-author,25,1
2016,p1633,p0340,573696546e3b12023e560e36,Co-co-author,25,1
2016,p1633,p1466,573696546e3b12023e560e36,Co-co-author,25,1
2016,p1766,p1291,5687dc5a0cf2afdcd165f95a,Co-co-author,38,1
2016,p1766,p1497,5687dc5a0cf2afdcd165f95a,Co-co-author,38,1
2016,p1766,p2578,5687dc5a0cf2afdcd165f95a,Co-co-author,38,1
2016,p1771,p0227,57d063bdac4436735428f39f,Co-co-author,16,1
2016,p1771,p0340,57d063bdac4436735428f39f,Co-co-author,16,1
2016,p1771,p0772,57d063bdac4436735428f39f,Co-co-author,16,1
2016,p1771,p2333,57d063bdac4436735428f39f,Co-co-author,16,1
2016,p1785,p0433,5c8737084895d9cbc6f386ba,Co-co-author,6,1
2016,p1785,p1257,5c8737084895d9cbc6f386ba,Co-co-author,6,1
2016,p1785,p1533,5c8737084895d9cbc6f386ba,Co-co-author,6,1
2016,p1785,p1911,5c8737084895d9cbc6f386ba,Co-co-author,6,1
2016,p1785,p2235,5c8737084895d9cbc6f386ba,Co-co-author,6,1
2016,p1890,p1365,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p1533,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p1712,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p1833,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p2442,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p2609,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1890,p2749,599c7b6f601a182cd2738234,Co-co-author,10,1
2016,p1903,p0353,58d83020d649053542fe3605,Co-co-author,12,1
2016,p1903,p1063,58d83020d649053542fe3605,Co-co-author,12,1
2016,p1903,p1469,58d83020d649053542fe3605,Co-co-author,12,1
2016,p1903,p2861,58d83020d649053542fe3605,Co-co-author,12,1
2016,p1903,p3062,58d83020d649053542fe3605,Co-co-author,12,1
2016,p2007,p0394,56a8cde00cf260694326b333,Co-co-author,169,1
2016,p2007,p1533,56a8cde00cf260694326b333,Co-co-author,169,1
2016,p2007,p1540,56a8cde00cf260694326b333,Co-co-author,169,1
2016,p2009,p1533,599c7b67601a182cd273396a,Co-co-author,3,1
2016,p2009,p1974,599c7b67601a182cd273396a,Co-co-author,3,1
2016,p2035,p1063,57d063e0ac44367354294ad9,Co-co-author,30,1
2016,p2035,p1336,57d063e0ac44367354294ad9,Co-co-author,30,1
2016,p2035,p1941,57d063e0ac44367354294ad9,Co-co-author,30,1
2016,p2085,p0227,58437725ac44360f108301d6,Co-co-author,0,1
2016,p2085,p0233,58437725ac44360f108301d6,Co-co-author,0,1
2016,p2131,p0478,58437713ac44360f1082cc32,Co-co-author,79,1
2016,p2131,p0654,58437713ac44360f1082cc32,Co-co-author,79,1
2016,p2131,p1063,58437713ac44360f1082cc32,Co-co-author,79,1
2016,p2131,p2949,58437713ac44360f1082cc32,Co-co-author,79,1
2016,p2131,p2986,58437713ac44360f1082cc32,Co-co-author,79,1
2016,p2167,p1334,599e30a20cf290ebfabdd9fa,Co-co-author,11,1
2016,p2167,p2759,599e30a20cf290ebfabdd9fa,Co-co-author,11,1
2016,p2333,p0227,57a4e8f1ac44365e35c934ba,Co-co-author,33,1
2016,p2333,p0340,57a4e8f1ac44365e35c934ba,Co-co-author,33,1
2016,p2333,p0772,57a4e8f1ac44365e35c934ba,Co-co-author,33,1
2016,p2333,p1694,57a4e8f1ac44365e35c934ba,Co-co-author,33,1
2016,p2549,p0184,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p0227,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p0467,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p0891,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p1307,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p1616,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p2265,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2549,p3038,57d063bdac4436735428f55d,Co-co-author,0,1
2016,p2694,p0478,57a4e901ac44365e35c95234,Co-co-author,15,1
2016,p2694,p1063,57a4e901ac44365e35c95234,Co-co-author,15,1
2016,p2694,p1063,57d063e0ac44367354294ad4,Co-co-author,30,1
2016,p2694,p2791,57a4e901ac44365e35c95234,Co-co-author,15,1
2016,p2694,p2886,57d063e0ac44367354294ad4,Co-co-author,30,1
2016,p2694,p2949,57a4e901ac44365e35c95234,Co-co-author,15,1
2016,p2694,p2984,57d063e0ac44367354294ad4,Co-co-author,30,1
2016,p2694,p3008,57d063e0ac44367354294ad4,Co-co-author,30,1
2016,p2708,p1238,57d063e0ac44367354294ad0,Co-co-author,12,1
2016,p2708,p1533,57d063e0ac44367354294ad0,Co-co-author,12,1
2016,p2783,p0380,599c7b69601a182cd2734798,Co-co-author,4,1
2016,p2783,p1533,599c7b69601a182cd2734798,Co-co-author,4,1
2016,p2783,p2191,599c7b69601a182cd2734798,Co-co-author,4,1
2016,p2783,p2449,599c7b69601a182cd2734798,Co-co-author,4,1
2016,p2783,p2484,599c7b69601a182cd2734798,Co-co-author,4,1
2016,p2789,p0949,5736963d6e3b12023e5497e7,Co-co-author,8,1
2016,p2789,p1063,5736963d6e3b12023e5497e7,Co-co-author,8,1
2016,p2789,p2778,5736963d6e3b12023e5497e7,Co-co-author,8,1
2016,p2789,p3037,5736963d6e3b12023e5497e7,Co-co-author,8,1
2016,p2909,p0937,5736959a6e3b12023e4b9cc1,Co-co-author,97,1
2016,p2909,p1063,5736959a6e3b12023e4b9cc1,Co-co-author,97,1
2016,p2909,p1251,5736959a6e3b12023e4b9cc1,Co-co-author,97,1
2016,p2909,p1958,5736959a6e3b12023e4b9cc1,Co-co-author,97,1
2016,p2909,p2453,5736959a6e3b12023e4b9cc1,Co-co-author,97,1
2016,p2931,p1063,573696d56e3b12023e5d5890,Co-co-author,8,1
2016,p2954,p1063,5843772fac44360f10831810,Co-co-author,119,1
2016,p2954,p1595,5843772fac44360f10831810,Co-co-author,119,1
2016,p2954,p2799,5843772fac44360f10831810,Co-co-author,119,1
2016,p2954,p2986,5843772fac44360f10831810,Co-co-author,119,1
2016,p2986,p1063,633c107490e50fcafdc1d589,Co-co-author,81,1
2016,p2986,p1436,633c107490e50fcafdc1d589,Co-co-author,81,1
2016,p2986,p1903,633c107490e50fcafdc1d589,Co-co-author,81,1
2016,p2986,p2131,633c107490e50fcafdc1d589,Co-co-author,81,1
2016,p2986,p2375,633c107490e50fcafdc1d589,Co-co-author,81,1
2016,p2989,p0030,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p0828,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p0896,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p1029,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p1125,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p1533,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p2989,p2711,599c7b6f601a182cd2738264,Co-co-author,18,1
2016,p3001,p0622,5843774eac44360f10839d2b,Co-co-author,19,1
2016,p3001,p1063,57d063bdac4436735428f2ed,Co-co-author,39,1
2016,p3001,p1063,57d063e0ac44367354294ad6,Co-co-author,8,1
2016,p3001,p1063,5843774eac44360f10839d2b,Co-co-author,19,1
2016,p3001,p1063,599c7b66601a182cd2732dd6,Co-co-author,20,1
2016,p3001,p2136,57d063bdac4436735428f2ed,Co-co-author,39,1
2016,p3001,p2136,57d063e0ac44367354294ad6,Co-co-author,8,1
2016,p3001,p2136,5843774eac44360f10839d2b,Co-co-author,19,1
2016,p3001,p2136,599c7b66601a182cd2732dd6,Co-co-author,20,1
2016,p3001,p2140,599c7b66601a182cd2732dd6,Co-co-author,20,1
2016,p3001,p2694,57d063e0ac44367354294ad6,Co-co-author,8,1
2016,p3001,p2861,57d063bdac4436735428f2ed,Co-co-author,39,1
2016,p3001,p2861,5843774eac44360f10839d2b,Co-co-author,19,1
2016,p3001,p2861,599c7b66601a182cd2732dd6,Co-co-author,20,1
2016,p3001,p3062,57d063e0ac44367354294ad6,Co-co-author,8,1
2016,p3001,p3062,599c7b66601a182cd2732dd6,Co-co-author,20,1
2016,p3016,p1533,58437737ac44360f108327b2,Co-co-author,23,1
2016,p3016,p1974,58437737ac44360f108327b2,Co-co-author,23,1
2017,p0056,p1533,5a4aef4b17c44a2190f76718,Co-co-author,4,1
2017,p0056,p2007,5a4aef4b17c44a2190f76718,Co-co-author,4,1
2017,p0227,p0340,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p0699,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p0860,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p1214,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p1353,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p1382,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p1763,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p2602,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0227,p3080,599c7b87601a182cd274457c,Co-co-author,2,1
2017,p0266,p1063,59ae3c022bbe271c4c71cbb0,Co-co-author,18,1
2017,p0266,p1265,59ae3c022bbe271c4c71cbb0,Co-co-author,18,1
2017,p0266,p2130,59ae3c022bbe271c4c71cbb0,Co-co-author,18,1
2017,p0292,p0227,599c7b8c601a182cd2746ad9,Co-co-author,8,1
2017,p0292,p1209,599c7b8c601a182cd2746ad9,Co-co-author,8,1
2017,p0292,p1452,599c7b8c601a182cd2746ad9,Co-co-author,8,1
2017,p0292,p1612,599c7b8c601a182cd2746ad9,Co-co-author,8,1
2017,p0389,p0592,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p0921,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p1006,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p1134,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p1248,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p1358,58437713ac44360f1082cbd1,Co-co-author,81,1
2017,p0389,p1533,58437713ac44360f1082cbd1,Co-co-author,81,1
2017,p0389,p1533,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0389,p1733,58437713ac44360f1082cc29,Co-co-author,10,1
2017,p0452,p1533,5e8e0e239fced0a24bb9f96b,Co-co-author,2,1
2017,p0452,p2577,5e8e0e239fced0a24bb9f96b,Co-co-author,2,1
2017,p0654,p0284,5a260c6917c44a4ba8a2d2f7,Co-co-author,13,1
2017,p0654,p0608,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0654,p0779,5a260c6917c44a4ba8a2d2f7,Co-co-author,13,1
2017,p0654,p1063,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0654,p1063,5a260c6917c44a4ba8a2d2f7,Co-co-author,13,1
2017,p0654,p1266,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0654,p2949,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0654,p2949,5a260c6917c44a4ba8a2d2f7,Co-co-author,13,1
2017,p0654,p2974,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0654,p2995,58437713ac44360f1082cc00,Co-co-author,159,1
2017,p0769,p1533,5a260c8117c44a4ba8a31053,Co-co-author,0,1
2017,p0772,p0026,599c7855601a182cd25bb902,Co-co-author,98,1
2017,p0772,p0227,599c7855601a182cd25bb902,Co-co-author,98,1
2017,p0772,p0227,599c7b8c601a182cd274718c,Co-co-author,54,1
2017,p0772,p0340,599c7855601a182cd25bb902,Co-co-author,98,1
2017,p0772,p0340,599c7b8c601a182cd274718c,Co-co-author,54,1
2017,p0772,p1964,599c7b8c601a182cd274718c,Co-co-author,54,1
2017,p0772,p2333,599c7855601a182cd25bb902,Co-co-author,98,1
2017,p0779,p0258,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0779,p0773,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0779,p1063,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0779,p2586,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0779,p2778,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0779,p2949,5a260c5d17c44a4ba8a29c9e,Co-co-author,3,1
2017,p0828,p1281,5a260c8b17c44a4ba8a33151,Co-co-author,14,1
2017,p0828,p1533,58cc4e150cf2ba023f63b3f7,Co-co-author,6,1
2017,p0828,p1533,5a260c8b17c44a4ba8a33151,Co-co-author,14,1
2017,p0859,p0227,5a73cbaa17c44a0b3035d898,Co-co-author,14,1
2017,p0859,p1487,5a73cbaa17c44a0b3035d898,Co-co-author,14,1
2017,p0859,p2254,5a73cbaa17c44a0b3035d898,Co-co-author,14,1
2017,p0932,p0108,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0932,p0227,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0932,p0295,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0932,p0574,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0932,p0982,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0932,p2400,599c7a47601a182cd26a42c5,Co-co-author,16,1
2017,p0935,p1063,599c7857601a182cd25bc063,Co-co-author,60,1
2017,p0935,p2284,599c7857601a182cd25bc063,Co-co-author,60,1
2017,p0935,p2949,599c7857601a182cd25bc063,Co-co-author,60,1
2017,p0952,p0961,5a260c8117c44a4ba8a308c1,Co-co-author,29,1
2017,p0952,p1063,5a260c8117c44a4ba8a308c1,Co-co-author,29,1
2017,p0952,p1941,5a260c8117c44a4ba8a308c1,Co-co-author,29,1
2017,p0952,p2844,5a260c8117c44a4ba8a308c1,Co-co-author,29,1
2017,p1126,p0389,599c7b4e601a182cd2724e92,Co-co-author,6,1
2017,p1126,p1533,599c7b4e601a182cd2724e92,Co-co-author,6,1
2017,p1126,p1566,599c7b4e601a182cd2724e92,Co-co-author,6,1
2017,p1126,p1890,599c7b4e601a182cd2724e92,Co-co-author,6,1
2017,p1257,p0433,5a260c1017c44a4ba8a1ef6d,Co-co-author,15,1
2017,p1257,p1533,5a260c1017c44a4ba8a1ef6d,Co-co-author,15,1
2017,p1257,p1911,5a260c1017c44a4ba8a1ef6d,Co-co-author,15,1
2017,p1257,p2235,5a260c1017c44a4ba8a1ef6d,Co-co-author,15,1
2017,p1585,p1533,599c7c16601a182cd2787af1,Co-co-author,3,1
2017,p1766,p0232,59ae3bcd2bbe271c4c71ac41,Co-co-author,186,1
2017,p1766,p0282,59ae3bcd2bbe271c4c71ac41,Co-co-author,186,1
2017,p1766,p1952,59ae3bcd2bbe271c4c71ac41,Co-co-author,186,1
2017,p1766,p2578,59ae3bcd2bbe271c4c71ac41,Co-co-author,186,1
2017,p1903,p1063,5e8e0e239fced0a24bb9f974,Co-co-author,4,1
2017,p1903,p1251,5e8e0e239fced0a24bb9f974,Co-co-author,4,1
2017,p1903,p2394,5e8e0e239fced0a24bb9f974,Co-co-author,4,1
2017,p1903,p2944,5e8e0e239fced0a24bb9f974,Co-co-author,4,1
2017,p1911,p0016,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p0016,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p0314,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p0433,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p0433,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p1218,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p1257,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p1257,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p1352,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p1533,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p1533,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p1983,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p1983,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p1996,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p2094,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p2235,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1911,p2235,5a73cb7c17c44a0b3035afb1,Co-co-author,10,1
2017,p1911,p2391,5a260c1017c44a4ba8a1ef4c,Co-co-author,32,1
2017,p1974,p0276,5a4aef4b17c44a2190f7671f,Co-co-author,3,1
2017,p1974,p1533,5a4aef4b17c44a2190f7671f,Co-co-author,3,1
2017,p2114,p1063,58437713ac44360f1082cbe7,Co-co-author,7,1
2017,p2114,p2799,58437713ac44360f1082cbe7,Co-co-author,7,1
2017,p2114,p2954,58437713ac44360f1082cbe7,Co-co-author,7,1
2017,p2129,p0376,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p0376,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2129,p0965,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p0965,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2129,p1001,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p1001,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2129,p1063,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p1063,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2129,p1577,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p1577,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2129,p2890,5c38b5583a55acc9e54e224a,Co-co-author,0,1
2017,p2129,p2890,634967f990e50fcafdb51610,Co-co-author,0,1
2017,p2130,p0955,58437713ac44360f1082cbd7,Co-co-author,47,1
2017,p2130,p1063,58437713ac44360f1082cbd7,Co-co-author,47,1
2017,p2130,p2694,58437713ac44360f1082cbd7,Co-co-author,47,1
2017,p2130,p2791,58437713ac44360f1082cbd7,Co-co-author,47,1
2017,p2130,p2909,58437713ac44360f1082cbd7,Co-co-author,47,1
2017,p2140,p1063,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2140,p2074,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2140,p2861,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2140,p2932,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2140,p3001,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2140,p3054,58437713ac44360f1082cbde,Co-co-author,53,1
2017,p2452,p1063,58437713ac44360f1082cbca,Co-co-author,92,1
2017,p2452,p1251,58437713ac44360f1082cbca,Co-co-author,92,1
2017,p2452,p2791,58437713ac44360f1082cbca,Co-co-author,92,1
2017,p2574,p1498,5c38b5583a55acc9e54e2249,Co-co-author,14,1
2017,p2574,p1498,634967f990e50fcafdb51601,Co-co-author,14,1
2017,p2574,p1533,5c38b5583a55acc9e54e2249,Co-co-author,14,1
2017,p2574,p1533,634967f990e50fcafdb51601,Co-co-author,14,1
